id,City,Country,Longitude,Latitude
3378,Sutton,United Kingdom,1.3443099,51.195454
3379,Aghada,Ireland,-8.4627451,54.25645
3380,Kildare,Ireland,-6.9140788,53.169971
3381,Swindon,United Kingdom,-1.7880953,51.5487433
3382,Upton,United Kingdom,-0.7009333,53.3723602
3383,Fermoy,Ireland,-9.5003786,52.4458588
3384,Dún Laoghaire,Ireland,-6.133718,53.291512
3385,Newtown,United Kingdom,-1.3218754,51.3684218
3386,Arklow,Ireland,-8.4523258,51.880525
3387,Crossmolina,Ireland,-6.473025,54.0086093
3388,Castlepollard,Ireland,-7.2979911,53.6785169
3389,Tallaght,Ireland,-6.3660863,53.2874153
3390,Farranacoush,Ireland,-8.5171384,51.876873
3391,Dalkey,Ireland,-6.1072403,53.2780047
3392,Athlone,Ireland,-7.9428197,53.4231032
3393,Coolock,Ireland,-6.1920933,53.3916434
3394,Langley,United Kingdom,-0.23924,51.888151
3395,Tower,Ireland,-80.7087609,35.7797381
3396,Oranmore,Ireland,-9.7359765,54.1433253
3397,Charlton,United Kingdom,-1.407848,51.59119
3398,Tuam,Ireland,-8.83565,53.49417
3399,Gweedore,Ireland,-9.0288689,53.2737147
3400,Sandyford,Ireland,-6.3422325,53.719155
3401,Tullamore,Ireland,-7.518792,53.284466
3402,Skerries,Ireland,-6.1349155,53.5834008
3403,Liverpool,United Kingdom,-2.867264,53.4913801
3404,Newtown,United Kingdom,-1.3218754,51.3684218
3405,London,United Kingdom,-0.0829051,51.5116933
3406,Kinloch,United Kingdom,-6.2823331,57.013064
3407,Kilcullen,Ireland,-8.5047067,51.8830697
3408,Swindon,United Kingdom,-1.7880953,51.5487433
3409,Kiltamagh,Ireland,-8.9949917,53.8533151
3410,Castlerea,Ireland,-8.6346959,53.7423435
3411,Dalkey,Ireland,-6.1072403,53.2780047
3412,Craigavon,United Kingdom,-6.4175653,54.4429264
3413,Bailieborough,Ireland,-6.9711886,53.916791
3414,Castlebellingham,Ireland,-6.391149,53.8996586
3415,Bearna,Ireland,-6.2340942,53.2993199
3416,Sutton,Ireland,-6.1097188,53.3895926
3417,Aberdeen,United Kingdom,-2.2508745,56.968436
3418,Caherconlish,Ireland,-8.3545704,52.5593605
3419,Birmingham,United Kingdom,-1.7138034,52.454148
3420,Moate,Ireland,-6.1942058,53.3604483
3421,Charlesland,Ireland,-6.0690645,53.1257486
3422,Cluain Meala,Ireland,-6.2611953,53.3881832
3423,Ballinteer,Ireland,-6.2554371,53.2767301
3424,Church End,United Kingdom,0.1405602,52.216745
3425,Castlemartyr,Ireland,-8.05,51.9166667
3426,Newbiggin,United Kingdom,-2.0871107,54.9418362
3427,Cloyne,Ireland,-6.2398782,53.32112
3428,Whitwell,United Kingdom,-1.555363,54.3886617
3429,Monaghan,Ireland,-7.0943023,54.2694844
3430,Dean,United Kingdom,-1.504654,51.900276
3431,Kinnegad,Ireland,-9.1327273,53.806868
3432,Confey,Ireland,-6.5028415,53.3806398
3433,Dundrum,Ireland,-6.2508196,53.2866372
3434,Aberdeen,United Kingdom,-2.2508745,56.968436
3435,Bundoran,Ireland,-8.2817353,54.4771768
3436,Cashel,Ireland,-7.888894,52.516323
3437,Church End,United Kingdom,0.1405602,52.216745
3438,Ratoath,Ireland,-6.4671298,53.5050031
3439,Newtown,United Kingdom,-1.3218754,51.3684218
3440,Greenhills,Ireland,-6.336393,53.3122864
3441,Eadestown,Ireland,-6.590926,53.1936864
3442,Charlesland,Ireland,-6.0690645,53.1257486
3443,Malahide,Ireland,-6.1479779,53.450694
3444,Foxrock,Ireland,-6.1011147,53.2000455
3445,Leeds,United Kingdom,-1.56285,53.8145
3446,Macroom,Ireland,-8.958931,51.904635
3447,Kinsale,Ireland,-6.251714,53.3169419
3448,Tower,Ireland,-80.7087609,35.7797381
3449,Castlerea,Ireland,-8.6346959,53.7423435
3450,Trá Mhór,Ireland,-9.0197835,53.2736466
3451,Ashley,United Kingdom,-2.2685462,51.4139633
3452,Athlone,Ireland,-7.9428197,53.4231032
3453,Rathwire,Ireland,-7.145971,53.508326
3454,Raheny,Ireland,-6.1820563,53.3786861
3455,Aberdeen,United Kingdom,-2.2508745,56.968436
3456,Dungarvan,Ireland,-6.1822287,53.3788495
3457,Eaton,United Kingdom,-0.9335791,53.2945961
3458,Rathnew,Ireland,-6.374155,53.3223974
3459,Norton,United Kingdom,-1.1202549,52.2679288
3460,London,United Kingdom,-0.1284654,51.5142805
3461,Muff,Ireland,-7.269174,55.0650892
3462,Kingscourt,Ireland,-6.2755912,53.3500473
3463,Foxrock,Ireland,-6.1011147,53.2000455
3464,Tralee,Ireland,-7.0833118,52.2413206
3465,Foxrock,Ireland,-6.1011147,53.2000455
3466,Athlone,Ireland,-7.9428197,53.4231032
3467,Monkstown,Ireland,-8.9775014,52.8314927
3468,Thomastown,Ireland,-6.7434401,53.2229873
3469,Kilkenny,Ireland,-7.2584,52.655184
3470,Leixlip,Ireland,-6.4887534,53.3653866
3471,Newmarket on Fergus,Ireland,-8.8950821,52.7604883
3472,Oranmore,Ireland,-9.7359765,54.1433253
3473,Kinnegad,Ireland,-9.1327273,53.806868
3474,Ratoath,Ireland,-6.4671298,53.5050031
3475,Burnside,United Kingdom,-3.5420426,55.9206837
3476,Newton,United Kingdom,-3.8847449,57.5842033
3477,Stradbally,Ireland,-8.5054897,52.7107501
3478,Eaton,United Kingdom,-0.9335791,53.2945961
3479,Daingean,Ireland,-7.1297243,52.2509369
3480,Leeds,United Kingdom,-1.56285,53.8145
3481,Sutton,United Kingdom,-0.193961,51.3614279
3482,Clonskeagh,Ireland,-6.2387374,53.3141205
3483,Ballinteer,Ireland,-6.2554371,53.2767301
3484,Coolock,Ireland,-6.1920933,53.3916434
3485,Fairview,Ireland,-6.4202878,54.0026343
3486,Whitchurch,United Kingdom,-2.5573746,51.4057505
3487,Gorey,Ireland,-6.308522,52.665267
3488,Fermoy,Ireland,-9.5003786,52.4458588
3489,Gweedore,Ireland,-9.0288689,53.2737147
3490,Dunmanway,Ireland,-9.1115941,51.7203863
3491,Marston,United Kingdom,-2.244703,52.721723
3492,Piltown,Ireland,-6.3025448,53.6920618
3493,Moville,Ireland,-8.4242597,51.8910459
3494,Sheffield,United Kingdom,-1.7622544,53.3992318
3495,Macroom,Ireland,-8.958931,51.904635
3496,Ballyhaunis,Ireland,-8.7683674,53.7942932
3497,Birr,Ireland,-7.9139891,53.0949398
3498,Clonskeagh,Ireland,-6.2387374,53.3141205
3499,Killorglin,Ireland,-9.7850991,52.1058991
3500,Cobh,Ireland,-8.298942,51.848898
3501,Cherryville,Ireland,-7.1111732,52.2513095
3502,Askeaton,Ireland,-8.9706844,52.6004448
3503,Arklow,Ireland,-8.4523258,51.880525
3504,Bradford,United Kingdom,-1.7937455,53.7832102
3505,London,United Kingdom,-0.1284654,51.5142805
3506,Sallins,Ireland,-6.6633404,53.2492381
3507,Horton,United Kingdom,-2.3523889,51.5598572
3508,Cashel,Ireland,-7.888894,52.516323
3509,Monasterevin,Ireland,-7.0625888,53.1387595
3510,Athy,Ireland,-6.9858993,53.0018699
3511,Balally,Ireland,-6.5899765,52.176031
3512,Dunmanway,Ireland,-9.1115941,51.7203863
3513,Norton,United Kingdom,-1.1202549,52.2679288
3514,Moville,Ireland,-8.4242597,51.8910459
3515,Aughrim,Ireland,-6.366762,53.2987724
3516,Pentre,United Kingdom,-2.941678,52.753093
3517,Birmingham,United Kingdom,-1.8886845,52.4608207
3518,Kilcullen,Ireland,-8.5047067,51.8830697
3519,Donnybrook,Ireland,-6.2324705,53.3177535
3520,Lucan,Ireland,-9.4904891,52.6396679
3521,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
3522,Kilkenny,Ireland,-7.2584,52.655184
3523,Glasnevin,Ireland,-6.266734,53.3829319
3524,Athlone,Ireland,-7.9428197,53.4231032
3525,Tallaght,Ireland,-6.3660863,53.2874153
3526,Clogherhead,Ireland,-6.2429997,53.7902634
3527,Whitchurch,United Kingdom,-2.5573746,51.4057505
3528,Portarlington,Ireland,-7.185387,53.158984
3529,Ballymun,Ireland,-6.264963,53.3897152
3530,Edinburgh,United Kingdom,-3.1859102,55.9309486
3531,Manchester,United Kingdom,-2.2294364,53.4508777
3532,Clondalkin,Ireland,-6.4496384,53.3582341
3533,Clogherhead,Ireland,-6.2429997,53.7902634
3534,Killumney,Ireland,-8.6340751,52.6638144
3535,Dunlewy,Ireland,-6.1157412,53.2774963
3536,Newport,United Kingdom,1.6993747,52.6915552
3537,Clones,Ireland,-7.2314132,54.1794814
3538,Moate,Ireland,-6.1942058,53.3604483
3539,Buckland,United Kingdom,1.2986666,51.1372058
3540,Aston,United Kingdom,-2.569913,52.684744
3541,Confey,Ireland,-6.5028415,53.3806398
3542,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
3543,Milltown,Ireland,-7.9027266,53.4148582
3544,Sutton,United Kingdom,1.3443099,51.195454
3545,Thomastown,Ireland,-6.7434401,53.2229873
3546,Dunleer,Ireland,-8.5176583,51.8863277
3547,Kildare,Ireland,-6.9140788,53.169971
3548,Greenhills,Ireland,-6.336393,53.3122864
3549,Claremorris,Ireland,-8.334953,51.8610022
3550,Ratoath,Ireland,-6.4671298,53.5050031
3551,Sandymount,Ireland,-6.2152673,53.3323703
3552,Sandyford,Ireland,-6.3422325,53.719155
3553,Langley,United Kingdom,-0.23924,51.888151
3554,Annacotty,Ireland,-8.5369154,52.6681994
3555,Rathangan,Ireland,-6.9898366,53.2265199
3556,Midleton,Ireland,-8.1722173,51.9138694
3557,Linton,United Kingdom,-2.0215836,54.0542238
3558,Carrigtwohill,Ireland,-8.259128,51.908209
3559,Castlemartyr,Ireland,-8.05,51.9166667
3560,Langley,United Kingdom,-0.23924,51.888151
3561,Castlebridge,Ireland,-6.5853664,53.378253
3562,Adare,Ireland,-6.176659,53.4487975
3563,Dungarvan,Ireland,-6.1822287,53.3788495
3564,Glasgow,United Kingdom,-4.2494388,55.8709949
3565,Castleknock,Ireland,-9.0248232,53.2760162
3566,Kinsealy-Drinan,Ireland,-6.1644997,53.4266145
3567,Fairview,Ireland,-6.4202878,54.0026343
3568,Portumna,Ireland,-8.2215941,53.0917381
3569,Tullyallen,Ireland,-6.4241156,53.7369009
3570,Trá Mhór,Ireland,-9.0197835,53.2736466
3571,Wirral,United Kingdom,-3.1605843,53.3758568
3572,Merton,United Kingdom,-0.2050566,51.4255297
3573,Trá Mhór,Ireland,-9.0197835,53.2736466
3574,Gweedore,Ireland,-9.0288689,53.2737147
3575,Killorglin,Ireland,-9.7850991,52.1058991
3576,Clones,Ireland,-7.2314132,54.1794814
3577,Blarney,Ireland,-8.8562835,53.510243
3578,Newtown,United Kingdom,-1.3218754,51.3684218
3579,Annacotty,Ireland,-8.5369154,52.6681994
3580,Newport,United Kingdom,1.6993747,52.6915552
3581,Castlebridge,Ireland,-6.5853664,53.378253
3582,Killumney,Ireland,-8.6340751,52.6638144
3583,Donnybrook,Ireland,-6.2324705,53.3177535
3584,Ballisodare,Ireland,-8.5070436,54.2109904
3585,Listowel,Ireland,-9.4851741,52.4460804
3586,London,United Kingdom,-0.0983812,51.5267946
3587,Tralee,Ireland,-7.0833118,52.2413206
3588,Oranmore,Ireland,-9.7359765,54.1433253
3589,Kanturk,Ireland,-8.9342111,52.182304
3590,Skerries,Ireland,-6.1349155,53.5834008
3591,Castlepollard,Ireland,-7.2979911,53.6785169
3592,West End,United Kingdom,0.04134,53.46464
3593,Church End,United Kingdom,0.1405602,52.216745
3594,Edinburgh,United Kingdom,-3.1859102,55.9309486
3595,Fermoy,Ireland,-9.5003786,52.4458588
3596,Carlton,United Kingdom,-1.90546,54.256793
3597,Monasterevin,Ireland,-7.0625888,53.1387595
3598,Bearna,Ireland,-6.2340942,53.2993199
3599,Denton,United Kingdom,-2.114613,53.455203
3600,Ballymun,Ireland,-6.264963,53.3897152
3601,Birmingham,United Kingdom,-1.7138034,52.454148
3602,Ratoath,Ireland,-6.4671298,53.5050031
3603,Castlerea,Ireland,-8.6346959,53.7423435
3604,Ballyhaunis,Ireland,-8.7683674,53.7942932
3605,Coolock,Ireland,-6.1920933,53.3916434
3606,Stapleford,United Kingdom,-0.687802,53.10672
3607,Dungloe,Ireland,-6.3695384,53.3734053
3608,Leeds,United Kingdom,-1.56285,53.8145
3609,Ballylinan,Ireland,-7.0472382,52.9480781
3610,Crossmolina,Ireland,-6.473025,54.0086093
3611,Gweedore,Ireland,-9.0288689,53.2737147
3612,Athlone,Ireland,-7.9428197,53.4231032
3613,Edgeworthstown,Ireland,-7.606287,53.6972399
3614,Balrothery,Ireland,-6.1884248,53.5879156
3615,Coolock,Ireland,-6.1920933,53.3916434
3616,Bundoran,Ireland,-8.2817353,54.4771768
3617,London,United Kingdom,-0.1255489,51.5195403
3618,Drumcondra,Ireland,-8.445614,51.8885086
3619,Norton,United Kingdom,-1.1202549,52.2679288
3620,Kinlough,Ireland,-6.1136478,53.2121335
3621,Clogherhead,Ireland,-6.2429997,53.7902634
3622,Listowel,Ireland,-9.4851741,52.4460804
3623,Whitchurch,United Kingdom,-2.5573746,51.4057505
3624,Liverpool,United Kingdom,-2.867264,53.4913801
3625,Farranacoush,Ireland,-8.5171384,51.876873
3626,Castlemartyr,Ireland,-8.05,51.9166667
3627,Ashley,United Kingdom,-2.2685462,51.4139633
3628,Castleblayney,Ireland,-6.64937,54.10269
3629,Loughrea,Ireland,-6.3506335,53.2911347
3630,Adare,Ireland,-6.176659,53.4487975
3631,Templeogue,Ireland,-6.3219759,53.2976886
3632,Aughrim,Ireland,-6.366762,53.2987724
3633,Walton,United Kingdom,-1.585418,52.177639
3634,Raheny,Ireland,-6.1820563,53.3786861
3635,Donegal,Ireland,-8.5946591,54.632283
3636,Ardee,Ireland,-8.4784945,51.8815586
3637,Langley,United Kingdom,-0.23924,51.888151
3638,Clones,Ireland,-7.2314132,54.1794814
3639,Clones,Ireland,-7.2314132,54.1794814
3640,Kildare,Ireland,-6.9140788,53.169971
3641,Sheffield,United Kingdom,-1.4730092,53.3788422
3642,Donnybrook,Ireland,-6.2324705,53.3177535
3643,Killorglin,Ireland,-9.7850991,52.1058991
3644,Sheffield,United Kingdom,-1.7622544,53.3992318
3645,Glasnevin,Ireland,-6.266734,53.3829319
3646,Belmullet,Ireland,-10.0320886,54.2223118
3647,Monaghan,Ireland,-7.0943023,54.2694844
3648,Balrothery,Ireland,-6.1884248,53.5879156
3649,Booterstown,Ireland,-6.1979853,53.3046353
3650,Ballivor,Ireland,-6.1191333,53.1915379
3651,Gort,Ireland,-8.9791425,52.8638391
3652,Thomastown,Ireland,-6.7434401,53.2229873
3653,Monkstown,Ireland,-8.9775014,52.8314927
3654,Killorglin,Ireland,-9.7850991,52.1058991
3655,Edinburgh,United Kingdom,-3.1859102,55.9309486
3656,Adare,Ireland,-6.176659,53.4487975
3657,Tullich,United Kingdom,-3.1269422,57.4694803
3658,Castlebridge,Ireland,-6.5853664,53.378253
3659,Ashford,Ireland,-6.3828795,53.385304
3660,Crossmolina,Ireland,-6.473025,54.0086093
3661,Donabate,Ireland,-6.1544115,53.4855448
3662,Tuam,Ireland,-8.83565,53.49417
3663,Liverpool,United Kingdom,-2.867264,53.4913801
3664,Loughrea,Ireland,-6.3506335,53.2911347
3665,Newtown,United Kingdom,-1.3218754,51.3684218
3666,Ballisodare,Ireland,-8.5070436,54.2109904
3667,Donnycarney,Ireland,-6.218069,53.374266
3668,Whitwell,United Kingdom,-1.555363,54.3886617
3669,Sallins,Ireland,-6.6633404,53.2492381
3670,Milton,United Kingdom,-0.934063,53.248446
3671,Kilmacanoge,Ireland,-6.139018,53.171935
3672,Sutton,United Kingdom,-0.193961,51.3614279
3673,Monasterevin,Ireland,-7.0625888,53.1387595
3674,Ballinteer,Ireland,-6.2554371,53.2767301
3675,Cherryville,Ireland,-7.1111732,52.2513095
3676,Clondalkin,Ireland,-6.4496384,53.3582341
3677,Malahide,Ireland,-6.1479779,53.450694
3678,Bagenalstown,Ireland,-6.9692181,52.7009338
3679,Linton,United Kingdom,-2.0215836,54.0542238
3680,Castleblayney,Ireland,-6.64937,54.10269
3681,Dungloe,Ireland,-6.3695384,53.3734053
3682,Craigavon,United Kingdom,-6.4175653,54.4429264
3683,Dromiskin,Ireland,-6.4008792,53.9215606
3684,Castlerea,Ireland,-8.6346959,53.7423435
3685,Blessington,Ireland,-8.5111664,51.8858819
3686,Malahide,Ireland,-6.1479779,53.450694
3687,Askeaton,Ireland,-8.9706844,52.6004448
3688,Castlebridge,Ireland,-6.5853664,53.378253
3689,Askeaton,Ireland,-8.9706844,52.6004448
3690,Prosperous,Ireland,-6.7515223,53.2888321
3691,Clondalkin,Ireland,-6.4496384,53.3582341
3692,Ratoath,Ireland,-6.4671298,53.5050031
3693,Ferbane,Ireland,-8.4824714,51.8862378
3694,Sandyford,Ireland,-6.3422325,53.719155
3695,Whitegate,Ireland,-6.3539424,53.3666338
3696,Cabinteely,Ireland,-6.1603828,53.2599034
3697,Newbiggin,United Kingdom,-2.0871107,54.9418362
3698,Swindon,United Kingdom,-1.7880953,51.5487433
3699,Kilcullen,Ireland,-8.5047067,51.8830697
3700,Portumna,Ireland,-8.2215941,53.0917381
3701,Ballisodare,Ireland,-8.5070436,54.2109904
3702,Swords,Ireland,-6.2071246,53.4562426
3703,Raphoe,Ireland,-8.2755058,52.2627273
3704,Swinford,Ireland,-8.9480659,53.940892
3705,Horton,United Kingdom,-2.3523889,51.5598572
3706,Farranacoush,Ireland,-8.5171384,51.876873
3707,Upton,United Kingdom,-1.2780726,53.6190091
3708,Caherconlish,Ireland,-8.3545704,52.5593605
3709,Boyle,Ireland,-8.2969737,53.9735591
3710,Cavan,Ireland,-7.297914,54.026345
3711,Edinburgh,United Kingdom,-3.1859102,55.9309486
3712,Ballymahon,Ireland,-7.7655701,53.5650926
3713,Hatton,United Kingdom,-1.6462357,52.300713
3714,Ford,United Kingdom,-1.875716,51.962948
3715,Thomastown,Ireland,-6.7434401,53.2229873
3716,Crumlin,Ireland,-6.3048641,53.3284298
3717,Oranmore,Ireland,-9.7359765,54.1433253
3718,Macroom,Ireland,-8.958931,51.904635
3719,Sallins,Ireland,-6.6633404,53.2492381
3720,Birmingham,United Kingdom,-1.7138034,52.454148
3721,Burnside,United Kingdom,-3.5420426,55.9206837
3722,Macroom,Ireland,-8.958931,51.904635
3723,Manorhamilton,Ireland,-8.1722002,54.3051891
3724,Marston,United Kingdom,-2.244703,52.721723
3725,Piltown,Ireland,-6.3025448,53.6920618
3726,Castlebridge,Ireland,-6.5853664,53.378253
3727,Clonskeagh,Ireland,-6.2387374,53.3141205
3728,Clones,Ireland,-7.2314132,54.1794814
3729,Bradford,United Kingdom,-1.7937455,53.7832102
3730,Preston,United Kingdom,-2.70309,53.763201
3731,Pentre,United Kingdom,-2.941678,52.753093
3732,Clogherhead,Ireland,-6.2429997,53.7902634
3733,Granard,Ireland,-7.5011999,53.776647
3734,Tullamore,Ireland,-7.518792,53.284466
3735,Middleton,United Kingdom,-0.766168,52.501244
3736,Listowel,Ireland,-9.4851741,52.4460804
3737,Castlemartyr,Ireland,-8.05,51.9166667
3738,Sandyford,Ireland,-6.3422325,53.719155
3739,Ballisodare,Ireland,-8.5070436,54.2109904
3740,Castleblayney,Ireland,-6.64937,54.10269
3741,Leixlip,Ireland,-6.4887534,53.3653866
3742,London,United Kingdom,-0.1401487,51.4984999
3743,Brampton,United Kingdom,1.580316,52.382748
3744,Kinlough,Ireland,-6.1136478,53.2121335
3745,Leeds,United Kingdom,-1.56285,53.8145
3746,Monkstown,Ireland,-8.9775014,52.8314927
3747,Clogherhead,Ireland,-6.2429997,53.7902634
3748,Cloyne,Ireland,-6.2398782,53.32112
3749,Raheny,Ireland,-6.1820563,53.3786861
3750,Gweedore,Ireland,-9.0288689,53.2737147
3751,Drumcondra,Ireland,-8.445614,51.8885086
3752,Bristol,United Kingdom,-2.6467239,51.4063964
3753,Seaton,United Kingdom,-0.672296,52.574095
3754,Birmingham,United Kingdom,-1.8886845,52.4608207
3755,Aston,United Kingdom,-2.569913,52.684744
3756,Dunleer,Ireland,-8.5176583,51.8863277
3757,Whitwell,United Kingdom,-1.555363,54.3886617
3758,Ballivor,Ireland,-6.1191333,53.1915379
3759,Ballinteer,Ireland,-6.2554371,53.2767301
3760,Whitegate,Ireland,-6.3539424,53.3666338
3761,Dean,United Kingdom,-1.504654,51.900276
3762,Annacotty,Ireland,-8.5369154,52.6681994
3763,Leeds,United Kingdom,-1.56285,53.8145
3764,Whitegate,Ireland,-6.3539424,53.3666338
3765,Coolock,Ireland,-6.1920933,53.3916434
3766,Donegal,Ireland,-8.5946591,54.632283
3767,Cill Airne,Ireland,-6.2890702,53.3201497
3768,Raheny,Ireland,-6.1820563,53.3786861
3769,Whitchurch,United Kingdom,-2.5573746,51.4057505
3770,London,United Kingdom,-0.1401487,51.4984999
3771,Swinford,Ireland,-8.9480659,53.940892
3772,Drumcondra,Ireland,-8.445614,51.8885086
3773,Killumney,Ireland,-8.6340751,52.6638144
3774,Twyford,United Kingdom,-0.922509,52.683916
3775,Milton,United Kingdom,-2.955445,57.6727414
3776,Moycullen,Ireland,-9.159604,53.302644
3777,Cabinteely,Ireland,-6.1603828,53.2599034
3778,Edinburgh,United Kingdom,-3.1859102,55.9309486
3779,Donnycarney,Ireland,-6.218069,53.374266
3780,Dún Laoghaire,Ireland,-6.133718,53.291512
3781,Loughrea,Ireland,-6.3506335,53.2911347
3782,Dean,United Kingdom,-1.504654,51.900276
3783,Kilmacanoge,Ireland,-6.139018,53.171935
3784,Moville,Ireland,-8.4242597,51.8910459
3785,Old Kilcullen,Ireland,-6.7449927,53.1310185
3786,Charlesland,Ireland,-6.0690645,53.1257486
3787,Ballyboden,Ireland,-6.3049392,53.3021194
3788,Moycullen,Ireland,-9.159604,53.302644
3789,Youghal,Ireland,-7.8434254,51.949401
3790,Belmullet,Ireland,-10.0320886,54.2223118
3791,Aghada,Ireland,-8.4627451,54.25645
3792,Cork,Ireland,-8.489012,51.923707
3793,Swinford,Ireland,-8.9480659,53.940892
3794,London,United Kingdom,-0.0829051,51.5116933
3795,Rathdrum,Ireland,-6.163027,53.2339841
3796,Valleymount,Ireland,-6.3077823,53.3655256
3797,Old Kilcullen,Ireland,-6.7449927,53.1310185
3798,Granard,Ireland,-7.5011999,53.776647
3799,Granard,Ireland,-7.5011999,53.776647
3800,Birmingham,United Kingdom,-1.7138034,52.454148
3801,Kildare,Ireland,-6.9140788,53.169971
3802,Milton,United Kingdom,-2.955445,57.6727414
3803,Craigavon,United Kingdom,-6.4175653,54.4429264
3804,Whitchurch,United Kingdom,-2.5573746,51.4057505
3805,Monasterevin,Ireland,-7.0625888,53.1387595
3806,Liverpool,United Kingdom,-1.3347302,54.7598905
3807,Aughrim,Ireland,-6.366762,53.2987724
3808,Upton,United Kingdom,-0.7009333,53.3723602
3809,Ballyboden,Ireland,-6.3049392,53.3021194
3810,Cashel,Ireland,-7.888894,52.516323
3811,Fermoy,Ireland,-9.5003786,52.4458588
3812,Cavan,Ireland,-7.297914,54.026345
3813,Kilcullen,Ireland,-8.5047067,51.8830697
3814,Castlebridge,Ireland,-6.5853664,53.378253
3815,Sallins,Ireland,-6.6633404,53.2492381
3816,Cherryville,Ireland,-7.1111732,52.2513095
3817,Bradford,United Kingdom,-1.7937455,53.7832102
3818,London,United Kingdom,-0.1284654,51.5142805
3819,Longwood,Ireland,-6.2892907,53.310122
3820,Newtown,United Kingdom,-1.3218754,51.3684218
3821,Booterstown,Ireland,-6.1979853,53.3046353
3822,Farranacoush,Ireland,-8.5171384,51.876873
3823,Dunmanway,Ireland,-9.1115941,51.7203863
3824,Kinloch,United Kingdom,-6.2823331,57.013064
3825,Eaton,United Kingdom,-0.9335791,53.2945961
3826,Normanton,United Kingdom,-0.622129,52.643749
3827,Thorpe,United Kingdom,-1.9847194,54.0521127
3828,Tullyallen,Ireland,-6.4241156,53.7369009
3829,Liverpool,United Kingdom,-1.3347302,54.7598905
3830,Virginia,Ireland,-6.2633149,53.377533
3831,Ashley,United Kingdom,-2.2685462,51.4139633
3832,Milltown,Ireland,-7.9027266,53.4148582
3833,Coolock,Ireland,-6.1920933,53.3916434
3834,Loughrea,Ireland,-6.3506335,53.2911347
3835,Kiltamagh,Ireland,-8.9949917,53.8533151
3836,Bayside,Ireland,-9.1097137,53.2582868
3837,Sutton,Ireland,-6.1097188,53.3895926
3838,Ardee,Ireland,-8.4784945,51.8815586
3839,Craigavon,United Kingdom,-6.4175653,54.4429264
3840,Whitchurch,United Kingdom,-2.5573746,51.4057505
3841,Bayside,Ireland,-9.1097137,53.2582868
3842,Longford,Ireland,-7.8004329,53.7283566
3843,Wootton,United Kingdom,-0.9009942,52.2063851
3844,Buckland,United Kingdom,1.2986666,51.1372058
3845,Liverpool,United Kingdom,-2.867264,53.4913801
3846,Thorpe,United Kingdom,-1.9847194,54.0521127
3847,Birr,Ireland,-7.9139891,53.0949398
3848,Kilcullen,Ireland,-8.5047067,51.8830697
3849,Ashley,United Kingdom,-2.2685462,51.4139633
3850,Clogherhead,Ireland,-6.2429997,53.7902634
3851,Mallow,Ireland,-8.642661,52.1361219
3852,Loughrea,Ireland,-6.3506335,53.2911347
3853,Annacotty,Ireland,-8.5369154,52.6681994
3854,Marston,United Kingdom,-2.244703,52.721723
3855,Denton,United Kingdom,-2.114613,53.455203
3856,Kiltamagh,Ireland,-8.9949917,53.8533151
3857,Annacotty,Ireland,-8.5369154,52.6681994
3858,Middleton,United Kingdom,-0.766168,52.501244
3859,Cabinteely,Ireland,-6.1603828,53.2599034
3860,Monkstown,Ireland,-8.9775014,52.8314927
3861,Greenhills,Ireland,-6.336393,53.3122864
3862,Dean,United Kingdom,-1.504654,51.900276
3863,Brampton,United Kingdom,1.580316,52.382748
3864,Balrothery,Ireland,-6.1884248,53.5879156
3865,Kingscourt,Ireland,-6.2755912,53.3500473
3866,Coolock,Ireland,-6.1920933,53.3916434
3867,Ashbourne,Ireland,-6.1215213,53.2724538
3868,Prosperous,Ireland,-6.7515223,53.2888321
3869,Manchester,United Kingdom,-2.2294364,53.4508777
3870,Crumlin,Ireland,-6.3048641,53.3284298
3871,Kingscourt,Ireland,-6.2755912,53.3500473
3872,Cobh,Ireland,-8.298942,51.848898
3873,Balally,Ireland,-6.5899765,52.176031
3874,Swinford,Ireland,-8.9480659,53.940892
3875,Charlesland,Ireland,-6.0690645,53.1257486
3876,Donnycarney,Ireland,-6.218069,53.374266
3877,Milton,United Kingdom,-0.934063,53.248446
3878,Thomastown,Ireland,-6.7434401,53.2229873
3879,Wirral,United Kingdom,-3.1605843,53.3758568
3880,Whitwell,United Kingdom,-1.555363,54.3886617
3881,Bantry,Ireland,-9.448724,51.680591
3882,Crossmolina,Ireland,-6.473025,54.0086093
3883,Mullagh,Ireland,-8.4977746,51.8895954
3884,Longford,Ireland,-7.8004329,53.7283566
3885,Killumney,Ireland,-8.6340751,52.6638144
3886,Upton,United Kingdom,-1.2780726,53.6190091
3887,Crossmolina,Ireland,-6.473025,54.0086093
3888,Stradbally,Ireland,-8.5054897,52.7107501
3889,Sheffield,United Kingdom,-1.4730092,53.3788422
3890,Longford,Ireland,-7.8004329,53.7283566
3891,Pentre,United Kingdom,-2.941678,52.753093
3892,Dungarvan,Ireland,-6.1822287,53.3788495
3893,Tallaght,Ireland,-6.3660863,53.2874153
3894,Daingean,Ireland,-7.1297243,52.2509369
3895,Manorhamilton,Ireland,-8.1722002,54.3051891
3896,Donnybrook,Ireland,-6.2324705,53.3177535
3897,Ashley,United Kingdom,-2.2685462,51.4139633
3898,Kingscourt,Ireland,-6.2755912,53.3500473
